recording_id,recipe_id,recipe_name,num_visual_steps,num_graph_nodes,num_matched,avg_similarity,has_errors
18_31,18,zoodles,9,13,9,-0.02440255093905661,True
18_33,18,zoodles,11,13,11,-0.008279125121506777,True
18_3,18,zoodles,12,13,12,-0.004730083514004946,True
18_41,18,zoodles,12,13,12,-0.001401185446108381,True
18_45,18,zoodles,13,13,13,-0.007235569736132255,True
18_49,18,zoodles,13,13,13,-0.05653776830205551,True
18_8,18,zoodles,13,13,13,-0.056833529415038914,False
1_10,1,microwaveeggsandwich,11,12,11,-0.008361327546564016,False
1_136,1,microwaveeggsandwich,8,12,8,-0.05166594032198191,True
1_143,1,microwaveeggsandwich,10,12,10,0.0033446209505200385,True
1_14,1,microwaveeggsandwich,12,12,12,-0.016932663818200428,False
1_19,1,microwaveeggsandwich,12,12,12,-0.019624262892951567,False
1_20,1,microwaveeggsandwich,12,12,12,-0.05736952026685079,False
1_25,1,microwaveeggsandwich,12,12,12,-0.02114046023537715,False
1_28,1,microwaveeggsandwich,11,12,11,-0.029317007738758217,True
1_30,1,microwaveeggsandwich,10,12,10,-0.024268144555389882,True
1_32,1,microwaveeggsandwich,11,12,11,-0.03489593509584665,True
1_33,1,microwaveeggsandwich,11,12,11,-0.009695869277824055,True
1_34,1,microwaveeggsandwich,11,12,11,-0.007472323761744933,True
1_36,1,microwaveeggsandwich,10,12,10,-0.02909796070307493,True
1_37,1,microwaveeggsandwich,12,12,12,-0.002773658993343512,True
1_42,1,microwaveeggsandwich,12,12,12,0.0004973685524115959,True
1_43,1,microwaveeggsandwich,11,12,11,-0.0010056859728964892,True
1_49,1,microwaveeggsandwich,12,12,12,-0.008876101889957985,True
1_7,1,microwaveeggsandwich,12,12,12,-0.013254019664600492,False
20_14,20,sautedmushrooms,18,18,1,-0.006102476269006729,False
20_16,20,sautedmushrooms,18,18,1,-0.02059020847082138,False
20_17,20,sautedmushrooms,18,18,1,-0.03215305134654045,False
20_19,20,sautedmushrooms,18,18,1,-0.03962971270084381,False
20_22,20,sautedmushrooms,18,18,1,-0.005984185263514519,False
20_25,20,sautedmushrooms,18,18,1,-0.02768072485923767,False
20_26,20,sautedmushrooms,17,18,1,-0.04065166041254997,True
20_29,20,sautedmushrooms,16,18,1,-0.017516540363430977,True
20_32,20,sautedmushrooms,17,18,1,-0.0075275227427482605,True
20_39,20,sautedmushrooms,15,18,1,0.04414474591612816,True
20_44,20,sautedmushrooms,17,18,1,0.0138695128262043,True
20_47,20,sautedmushrooms,17,18,1,-0.07425814867019653,True
20_48,20,sautedmushrooms,17,18,1,0.006758473813533783,True
20_9,20,sautedmushrooms,18,18,1,0.009667854756116867,False
21_103,21,blenderbananapancakes,14,14,14,-0.03259967979309814,True
21_11,21,blenderbananapancakes,14,14,14,-0.028591140040329525,False
21_14,21,blenderbananapancakes,14,14,14,0.014326369190322501,True
21_15,21,blenderbananapancakes,14,14,14,0.014916345842980913,False
21_17,21,blenderbananapancakes,14,14,14,-0.021893519442528486,False
21_19,21,blenderbananapancakes,14,14,14,-0.031045163915093456,False
21_24,21,blenderbananapancakes,14,14,14,0.015114012373877423,False
21_25,21,blenderbananapancakes,14,14,14,-0.002662415217076029,False
21_28,21,blenderbananapancakes,13,14,13,0.008798656877703391,True
21_29,21,blenderbananapancakes,13,14,13,0.023475127581220407,True
21_32,21,blenderbananapancakes,13,14,13,-0.00480892129528981,True
21_37,21,blenderbananapancakes,12,14,12,-0.008714899265517792,True
21_3,21,blenderbananapancakes,14,14,14,-0.039235597742455344,True
21_43,21,blenderbananapancakes,12,14,12,0.00804388957719008,True
21_44,21,blenderbananapancakes,14,14,14,-0.002151486197752612,True
21_46,21,blenderbananapancakes,14,14,14,0.005753336075161185,True
21_47,21,blenderbananapancakes,15,14,14,-0.049588663037866354,True
21_50,21,blenderbananapancakes,13,14,13,0.031018091222414605,True
21_8,21,blenderbananapancakes,14,14,14,-0.02970183886853712,False
22_10,22,herbomeletwithfriedtomatoes,15,15,15,-0.029632828757166864,True
22_137,22,herbomeletwithfriedtomatoes,7,15,7,-0.014050820842385292,True
22_13,22,herbomeletwithfriedtomatoes,15,15,15,0.032931540782252945,False
22_21,22,herbomeletwithfriedtomatoes,15,15,15,0.0009473724911610286,False
22_24,22,herbomeletwithfriedtomatoes,15,15,15,-0.024776005496581394,False
22_26,22,herbomeletwithfriedtomatoes,12,15,12,-0.016614328138530254,True
22_2,22,herbomeletwithfriedtomatoes,15,15,15,-0.032873032179971534,True
22_30,22,herbomeletwithfriedtomatoes,15,15,15,-0.03912467087308566,True
22_31,22,herbomeletwithfriedtomatoes,14,15,13,0.01519417605147912,True
22_32,22,herbomeletwithfriedtomatoes,13,15,13,-0.0005340903209379086,True
22_37,22,herbomeletwithfriedtomatoes,15,15,15,0.015619956764082114,True
22_38,22,herbomeletwithfriedtomatoes,15,15,15,0.016753532116611798,True
22_40,22,herbomeletwithfriedtomatoes,15,15,15,-0.0321604801962773,True
22_41,22,herbomeletwithfriedtomatoes,15,15,15,0.006917829066514969,True
22_4,22,herbomeletwithfriedtomatoes,15,15,15,-0.027981414894262948,False
22_6,22,herbomeletwithfriedtomatoes,15,15,15,0.04055666526158651,False
22_8,22,herbomeletwithfriedtomatoes,15,15,15,0.008075789548456669,False
23_12,23,broccolistirfry,25,25,25,-0.00905852697789669,False
23_16,23,broccolistirfry,25,25,25,0.009652148112654685,False
23_17,23,broccolistirfry,25,25,25,-0.009814364314079284,False
23_18,23,broccolistirfry,25,25,25,0.019108158946037294,False
23_19,23,broccolistirfry,25,25,25,-0.014301738999783993,False
23_1,23,broccolistirfry,25,25,25,0.004536143615841866,False
23_23,23,broccolistirfry,25,25,25,-0.013168817199766637,False
23_24,23,broccolistirfry,24,25,24,-0.0251517064558963,False
23_26,23,broccolistirfry,23,25,23,-0.009319617696430372,True
23_32,23,broccolistirfry,23,25,23,-0.018309709008621132,True
23_38,23,broccolistirfry,21,25,20,-0.01948181036859751,True
23_39,23,broccolistirfry,23,25,23,-0.0237045939201894,True
23_41,23,broccolistirfry,24,25,24,0.0015759123004196833,True
23_5,23,broccolistirfry,25,25,25,-0.004661438688635826,False
23_6,23,broccolistirfry,25,25,25,-0.004175927862524987,False
23_9,23,broccolistirfry,25,25,25,0.009033855311572551,False
25_109,25,panfriedtofu,19,19,19,-0.004932953436907969,False
25_11,25,panfriedtofu,19,19,19,-0.06574420057433217,True
25_13,25,panfriedtofu,18,19,18,-0.020690338298057515,False
25_1,25,panfriedtofu,19,19,19,0.02317834348957005,False
25_22,25,panfriedtofu,19,19,19,-0.02523969398125222,True
25_2,25,panfriedtofu,19,19,19,-0.05615995187116297,False
25_3,25,panfriedtofu,19,19,19,-0.058746067512976494,False
25_40,25,panfriedtofu,19,19,19,-0.03866817370841378,True
25_41,25,panfriedtofu,18,19,18,-0.044204498537712626,True
25_42,25,panfriedtofu,18,19,18,-0.02284081745892763,True
25_48,25,panfriedtofu,14,19,14,-0.022616808834884847,True
25_4,25,panfriedtofu,19,19,19,-0.022889672435427968,True
25_5,25,panfriedtofu,19,19,19,-0.01040363517638884,False
25_6,25,panfriedtofu,19,19,19,-0.054347856950603034,False
25_9,25,panfriedtofu,19,19,19,0.023387580987458165,False
26_136,26,mugcake,19,20,19,0.06227034702897072,True
26_17,26,mugcake,20,20,20,0.004118289100006223,False
26_18,26,mugcake,20,20,20,0.014702778263017535,True
26_19,26,mugcake,20,20,20,0.018843239359557628,False
26_20,26,mugcake,20,20,20,-0.012180685717612504,False
26_22,26,mugcake,20,20,20,0.004834728874266147,False
26_24,26,mugcake,20,20,20,0.05086065325886011,True
26_29,26,mugcake,19,20,19,0.03767196917416234,True
26_30,26,mugcake,17,20,17,0.013911805006072801,True
26_34,26,mugcake,15,20,15,0.010267637918392818,True
26_36,26,mugcake,19,20,19,0.05825923657731006,True
26_39,26,mugcake,18,20,18,-0.0028899439300100007,True
26_42,26,mugcake,16,20,16,0.0031364820897579193,True
26_46,26,mugcake,17,20,17,0.012396307470386518,True
26_4,26,mugcake,20,20,20,-0.005482006585225463,False
26_6,26,mugcake,20,20,20,0.004153276700526476,False
26_7,26,mugcake,20,20,20,-0.016590042551979423,False
27_13,27,cheesepimiento,11,11,11,-0.01498285723342137,False
27_15,27,cheesepimiento,11,11,11,-0.010799221017143944,False
27_17,27,cheesepimiento,11,11,11,-0.03797148481350054,False
27_18,27,cheesepimiento,11,11,11,0.014157203364778648,False
27_26,27,cheesepimiento,10,11,10,-0.015565147437155247,True
27_29,27,cheesepimiento,10,11,10,-0.04136834405362606,True
27_31,27,cheesepimiento,10,11,10,-0.023859771993011238,True
27_34,27,cheesepimiento,10,11,10,-0.0017830489203333854,True
27_37,27,cheesepimiento,11,11,11,-0.007762488993731412,True
27_38,27,cheesepimiento,9,11,9,0.05128826801147726,True
27_3,27,cheesepimiento,11,11,11,-6.679022176699205e-05,True
27_45,27,cheesepimiento,11,11,11,-0.023146695880727333,True
27_49,27,cheesepimiento,11,11,11,-0.012850755063647573,True
27_4,27,cheesepimiento,11,11,11,0.021225254982709885,False
27_9,27,cheesepimiento,11,11,11,-0.024067567407407543,False
28_10,28,spicytunaavocadowraps,17,17,17,0.02043335693066611,False
28_14,28,spicytunaavocadowraps,17,17,17,-0.007570809027289643,True
28_16,28,spicytunaavocadowraps,17,17,17,-0.039106221486102134,False
28_21,28,spicytunaavocadowraps,17,17,17,0.024015105712939713,False
28_24,28,spicytunaavocadowraps,17,17,17,0.04108302843044786,False
28_25,28,spicytunaavocadowraps,17,17,17,-0.04300673985305954,True
28_26,28,spicytunaavocadowraps,14,17,14,0.00532065232151321,True
28_28,28,spicytunaavocadowraps,12,17,12,0.0071395270836850004,True
28_29,28,spicytunaavocadowraps,14,17,14,0.03805325812261019,True
28_2,28,spicytunaavocadowraps,17,17,17,-0.008826556889449848,False
28_38,28,spicytunaavocadowraps,14,17,14,0.04261277975248439,True
28_3,28,spicytunaavocadowraps,17,17,17,0.004647565129048684,False
28_42,28,spicytunaavocadowraps,17,17,17,0.012050808407366276,True
28_44,28,spicytunaavocadowraps,15,17,15,-0.0029668378954132396,True
28_45,28,spicytunaavocadowraps,13,17,13,-0.001265848342042703,True
28_49,28,spicytunaavocadowraps,16,17,15,-0.010612212680280208,True
28_50,28,spicytunaavocadowraps,15,17,15,-0.02357236873358488,True
28_7,28,spicytunaavocadowraps,17,17,17,0.008581134682411657,False
29_129,29,capresebruschetta,10,11,10,-0.019096984062343836,True
29_15,29,capresebruschetta,11,11,11,-0.04448146051303907,False
29_17,29,capresebruschetta,11,11,11,0.00552146513523026,True
29_18,29,capresebruschetta,11,11,11,-0.009936840358105574,False
29_19,29,capresebruschetta,11,11,11,-0.0036484352736310525,False
29_22,29,capresebruschetta,11,11,11,-0.04826296120882034,False
29_28,29,capresebruschetta,10,11,10,0.016931120399385692,True
29_29,29,capresebruschetta,10,11,10,-0.018296664766967296,True
29_32,29,capresebruschetta,10,11,10,-0.0014544008299708366,True
29_34,29,capresebruschetta,9,11,9,0.007295225539969074,True
29_35,29,capresebruschetta,8,11,8,0.033090522745624185,True
29_37,29,capresebruschetta,10,11,10,0.011342998687177896,True
29_45,29,capresebruschetta,11,11,11,-0.015164840627800335,True
29_48,29,capresebruschetta,11,11,11,-0.036930548027157784,True
29_49,29,capresebruschetta,11,11,11,-0.016153101385994392,True
29_5,29,capresebruschetta,11,11,11,0.005434820089827885,True
29_6,29,capresebruschetta,11,11,11,-0.04143576764247634,False
29_7,29,capresebruschetta,11,11,11,0.019294222647493534,False
2_13,2,dressedupmeatballs,16,16,14,-0.018370082202766622,False
2_17,2,dressedupmeatballs,16,16,14,-0.03000234972153391,False
2_19,2,dressedupmeatballs,16,16,14,-0.005345008069915431,False
2_22,2,dressedupmeatballs,16,16,14,0.014130660665354558,False
2_26,2,dressedupmeatballs,15,16,13,-0.03671047542817318,True
2_28,2,dressedupmeatballs,16,16,14,-0.021097997469561442,True
2_30,2,dressedupmeatballs,14,16,13,-0.031166892498731613,True
2_38,2,dressedupmeatballs,12,16,11,-0.058924801986325874,True
2_3,2,dressedupmeatballs,16,16,14,0.019404025615325997,True
2_41,2,dressedupmeatballs,17,16,14,-0.06538417083876473,True
2_42,2,dressedupmeatballs,18,16,14,0.013262094796768256,True
2_46,2,dressedupmeatballs,13,16,11,-0.02119995179501447,True
2_47,2,dressedupmeatballs,16,16,14,-0.03788891777263156,True
2_4,2,dressedupmeatballs,16,16,14,0.005540585012308189,True
2_5,2,dressedupmeatballs,16,16,14,0.04535655863583088,False
2_8,2,dressedupmeatballs,16,16,14,0.026185266407472745,False
3_11,3,microwavemugpizza,14,14,14,0.0432980027315872,False
3_12,3,microwavemugpizza,14,14,14,0.07116894131260258,True
3_13,3,microwavemugpizza,14,14,14,0.06414558033325843,False
3_14,3,microwavemugpizza,13,14,13,-0.0052966316445515705,False
3_18,3,microwavemugpizza,14,14,14,0.07341317067454968,False
3_22,3,microwavemugpizza,13,14,13,0.003049957207762278,False
3_2,3,microwavemugpizza,14,14,14,0.03469155928386109,False
3_34,3,microwavemugpizza,12,14,12,0.0005267211236059666,True
3_36,3,microwavemugpizza,16,14,14,0.02920539028543447,True
3_46,3,microwavemugpizza,14,14,14,0.019562389169420515,True
3_49,3,microwavemugpizza,14,14,14,0.019777522555419376,True
3_50,3,microwavemugpizza,14,14,14,0.055083413874464374,True
3_5,3,microwavemugpizza,14,14,14,-0.027050057692187175,False
4_122,4,ramen,15,15,1,-0.00878392904996872,False
4_17,4,ramen,15,15,1,0.03677421435713768,False
4_20,4,ramen,15,15,1,-0.09245564043521881,False
4_22,4,ramen,15,15,1,-0.09059936553239822,False
4_24,4,ramen,15,15,1,-0.09237281233072281,False
4_2,4,ramen,15,15,1,-0.030757244676351547,False
4_30,4,ramen,15,15,1,-0.07237960398197174,True
4_32,4,ramen,13,15,1,-0.02109917253255844,True
4_35,4,ramen,13,15,1,-0.06444068998098373,False
4_36,4,ramen,15,15,1,-0.08341746032238007,True
4_3,4,ramen,15,15,1,0.08502298593521118,False
4_40,4,ramen,14,15,1,-0.05665004625916481,True
4_43,4,ramen,16,15,1,-0.06710822880268097,False
4_44,4,ramen,16,15,1,0.014827176928520203,False
4_5,4,ramen,15,15,1,0.055316802114248276,False
4_7,4,ramen,15,15,1,0.01580893248319626,False
4_9,4,ramen,15,15,1,0.04378918185830116,False
5_11,5,coffee,16,16,16,0.00915451580658555,False
5_15,5,coffee,16,16,16,0.004370192560600117,True
5_18,5,coffee,16,16,16,0.035319608985446393,False
5_19,5,coffee,16,16,16,-0.010475089657120407,False
5_22,5,coffee,16,16,16,-0.04326905286870897,False
5_24,5,coffee,16,16,16,-0.011324833671096712,False
5_27,5,coffee,15,16,15,-0.03691217837234338,True
5_28,5,coffee,12,16,12,-0.008437256328761578,True
5_2,5,coffee,16,16,16,-0.05449427186977118,False
5_35,5,coffee,15,16,15,-0.028634032731254897,True
5_37,5,coffee,15,16,15,0.01992894969880581,True
5_3,5,coffee,16,16,16,0.0030182013288140297,False
5_42,5,coffee,16,16,16,0.005387275945395231,True
5_44,5,coffee,16,16,16,-0.061045233218465,True
5_4,5,coffee,16,16,16,0.02096353640081361,False
7_135,7,breakfastburritos,10,11,10,-0.016003914084285496,True
7_18,7,breakfastburritos,11,11,11,0.02154394933445887,False
7_19,7,breakfastburritos,11,11,11,-0.01047275418584997,False
7_1,7,breakfastburritos,11,11,11,-0.019241536798124962,False
7_24,7,breakfastburritos,11,11,11,-0.011127682741392742,True
7_26,7,breakfastburritos,9,11,9,-0.01881706217924754,True
7_2,7,breakfastburritos,11,11,11,0.008274325084957209,False
7_30,7,breakfastburritos,8,11,8,-0.023978301789611578,True
7_32,7,breakfastburritos,9,11,9,-0.018459191752804652,True
7_35,7,breakfastburritos,10,11,10,-0.008664120081812143,True
7_38,7,breakfastburritos,11,11,11,0.007575192065401511,True
7_3,7,breakfastburritos,11,11,11,0.011429557238112797,False
7_44,7,breakfastburritos,11,11,11,-0.0313510349528356,True
7_48,7,breakfastburritos,11,11,11,0.024571554057977417,True
7_50,7,breakfastburritos,11,11,11,-0.06080661714076996,True
7_5,7,breakfastburritos,11,11,11,-0.0029293863441456447,False
8_11,8,spicedhotchocolate,7,7,7,0.041038719937205315,True
8_15,8,spicedhotchocolate,7,7,7,-0.0169671183185918,False
8_16,8,spicedhotchocolate,7,7,7,0.04077021737716028,False
8_19,8,spicedhotchocolate,7,7,7,0.027595379522868564,False
8_20,8,spicedhotchocolate,7,7,7,-0.022703367418476512,False
8_25,8,spicedhotchocolate,7,7,7,0.0014969722500869206,False
8_26,8,spicedhotchocolate,6,7,6,0.008088647077480951,True
8_30,8,spicedhotchocolate,6,7,6,0.02439909614622593,True
8_31,8,spicedhotchocolate,5,7,5,-0.04113539084792137,True
8_33,8,spicedhotchocolate,6,7,5,0.023774895630776883,True
8_35,8,spicedhotchocolate,7,7,7,0.015184981216277395,True
8_3,8,spicedhotchocolate,7,7,7,-0.00532291696539947,False
8_40,8,spicedhotchocolate,7,7,7,0.0017786222909178054,True
8_44,8,spicedhotchocolate,5,7,5,-0.0002275858074426651,True
8_45,8,spicedhotchocolate,6,7,6,-0.011574234192570051,True
8_50,8,spicedhotchocolate,5,7,5,-0.02087411656975746,True
9_108,9,microwavefrenchtoast,11,11,10,-0.03292788024991751,True
9_12,9,microwavefrenchtoast,11,11,10,-0.010572667606174946,False
9_13,9,microwavefrenchtoast,11,11,10,0.02750655682757497,False
9_15,9,microwavefrenchtoast,11,11,10,-0.031106606777757406,False
9_19,9,microwavefrenchtoast,11,11,10,-0.026296970434486866,False
9_22,9,microwavefrenchtoast,11,11,10,-0.01534789064899087,False
9_24,9,microwavefrenchtoast,11,11,10,0.01685177776962519,False
9_25,9,microwavefrenchtoast,11,11,10,0.003525661397725344,False
9_2,9,microwavefrenchtoast,11,11,10,0.0012896771542727948,False
9_36,9,microwavefrenchtoast,9,11,9,-0.01906372368749645,True
9_45,9,microwavefrenchtoast,11,11,10,-0.0402395335957408,True
9_47,9,microwavefrenchtoast,9,11,9,0.03929326083097193,True
9_4,9,microwavefrenchtoast,11,11,10,-0.0031403137370944025,False
9_8,9,microwavefrenchtoast,11,11,10,0.026301913615316152,True
