video_id,t_start,t_end,score
3_14,630.92,634.12,0.0022
3_14,881.22,886.96,0.0021
3_14,862.97,866.26,0.002
3_14,777.11,789.1,0.002
3_14,643.32,645.91,0.002
3_14,1096.87,1102.35,0.0019
3_14,808.6,846.76,0.0018
3_14,701.38,718.66,0.0016
3_14,791.48,811.58,0.0016
3_14,870.37,918.26,0.0015
3_14,999.51,1005.38,0.0015
3_14,1134.98,1140.93,0.0014
3_14,646.59,649.3,0.0014
3_14,657.07,660.16,0.0014
3_14,609.73,628.81,0.0014
3_14,700.24,703.46,0.0014
3_14,1004.31,1014.1,0.0014
3_14,1021.54,1042.45,0.0014
3_14,726.01,731.75,0.0013
3_14,1018.39,1021.13,0.0013
3_14,936.04,938.98,0.0013
3_14,960.69,972.67,0.0012
3_14,719.4,728.29,0.0011
3_14,915.35,927.0,0.0011
3_14,1149.79,1152.98,0.0011
3_14,1060.68,1081.37,0.001
3_14,944.59,950.07,0.001
25_13,733.19,739.24,0.9999
25_13,1037.44,1047.21,0.9955
25_13,689.34,729.27,0.9954
25_13,1053.14,1063.8,0.9945
25_13,940.43,942.8,0.9906
25_13,980.27,981.87,0.9896
25_13,1182.7,1228.8,0.9893
25_13,1146.42,1182.39,0.9876
25_13,942.95,979.13,0.9866
25_13,1029.05,1030.51,0.9864
25_13,1069.34,1070.96,0.9858
25_13,761.66,940.82,0.9853
25_13,680.23,682.44,0.9848
25_13,752.08,758.5,0.9844
25_13,1078.03,1146.2,0.9821
25_13,652.2,669.29,0.9774
25_13,983.95,1028.1,0.9765
25_13,1037.43,1047.22,0.1353
25_13,1182.59,1228.8,0.1346
25_13,942.95,979.17,0.1339
25_13,980.27,981.87,0.1334
25_13,940.43,942.8,0.1333
25_13,1146.44,1182.41,0.1322
25_13,1069.35,1070.96,0.132
25_13,680.23,682.45,0.1293
25_13,1119.61,1121.49,0.0378
25_13,1028.24,1037.78,0.0265
25_13,1063.86,1066.46,0.022
25_13,822.61,828.55,0.0177
25_13,785.58,788.72,0.0145
25_13,767.4,769.72,0.014
25_13,878.78,881.04,0.0139
25_13,789.31,791.54,0.0136
25_13,1072.57,1077.78,0.0135
25_13,1196.75,1198.81,0.0106
25_13,690.25,702.51,0.0091
25_13,928.56,940.62,0.0086
25_13,1037.67,1044.6,0.0068
25_13,745.98,748.3,0.006
25_13,1144.89,1147.31,0.0059
25_13,692.13,734.37,0.0059
25_13,770.95,773.68,0.0057
25_13,1064.33,1066.73,0.0056
25_13,899.52,901.78,0.0054
25_13,772.45,784.32,0.0049
25_13,1027.26,1028.92,0.0049
25_13,941.14,964.61,0.0049
25_13,985.71,987.7,0.0047
25_13,1038.02,1040.92,0.0047
25_13,934.53,940.47,0.0046
25_13,735.01,737.97,0.0045
25_13,1102.74,1145.15,0.0045
25_13,625.35,646.33,0.0045
25_13,845.8,861.01,0.0041
25_13,743.68,749.45,0.0039
25_13,650.15,668.72,0.0038
25_13,1189.75,1217.38,0.0037
25_13,1054.52,1060.19,0.0037
25_13,1078.74,1100.75,0.0032
25_13,789.04,791.16,0.0032
25_13,1040.44,1043.04,0.0031
25_13,1028.18,1030.8,0.0031
25_13,1119.13,1121.27,0.003
25_13,785.0,797.41,0.0029
25_13,1078.88,1081.33,0.0029
25_13,989.77,996.33,0.0029
25_13,649.2,655.0,0.0028
25_13,628.44,631.43,0.0028
25_13,1067.63,1072.15,0.0027
25_13,1138.81,1140.97,0.0027
25_13,618.9,630.71,0.0024
25_13,939.99,945.91,0.0024
25_13,1135.24,1144.22,0.0023
25_13,769.41,907.3,0.0023
25_13,1121.59,1123.78,0.0022
25_13,981.98,984.97,0.0022
25_13,937.4,940.07,0.002
25_13,1045.12,1065.12,0.002
25_13,1145.5,1168.5,0.0019
25_13,759.62,762.23,0.0018
25_13,765.16,767.59,0.0018
25_13,880.38,886.87,0.0018
25_13,1122.13,1134.69,0.0017
25_13,1077.22,1082.42,0.0017
25_13,728.66,739.84,0.0017
25_13,1190.48,1199.48,0.0017
25_13,781.36,793.03,0.0016
25_13,1023.93,1026.25,0.0015
25_13,978.64,1060.72,0.0015
25_13,1073.52,1076.85,0.0015
25_13,1218.13,1228.8,0.0015
25_13,823.3,829.16,0.0013
25_13,641.19,647.1,0.0013
25_13,1217.38,1219.62,0.0013
25_13,901.67,904.18,0.0013
25_13,649.47,661.6,0.0013
25_13,1194.12,1197.2,0.0013
25_13,1066.86,1069.63,0.0012
25_13,883.51,891.5,0.0012
25_13,634.53,637.12,0.0012
25_13,854.14,856.6,0.0011
25_13,1191.29,1193.94,0.0011
25_13,613.64,615.25,0.0011
25_13,1059.95,1062.69,0.0011
25_13,1135.53,1137.71,0.0011
25_13,1185.81,1228.8,0.0011
25_13,684.62,724.36,0.0011
25_13,719.04,722.1,0.0011
25_13,1012.11,1022.66,0.001
25_13,847.24,850.04,0.001
7_35,615.39,643.35,0.9987
7_35,753.07,760.54,0.9983
7_35,770.16,787.43,0.996
7_35,788.29,804.23,0.9955
7_35,697.65,714.36,0.9896
7_35,650.57,664.43,0.9878
7_35,679.65,695.45,0.9871
7_35,742.42,750.52,0.9867
7_35,717.17,741.93,0.9735
7_35,751.25,769.16,0.6993
7_35,788.28,804.23,0.135
7_35,770.14,787.42,0.1347
7_35,697.66,714.33,0.1346
7_35,615.39,643.33,0.1326
7_35,753.07,760.53,0.0935
7_35,788.3,804.22,0.0184
7_35,697.66,714.34,0.0182
7_35,713.13,724.93,0.015
7_35,759.47,768.87,0.0128
7_35,753.07,760.53,0.0125
7_35,643.26,663.92,0.005
7_35,944.12,954.83,0.0038
7_35,920.24,931.06,0.0034
7_35,677.3,698.04,0.0034
7_35,759.94,765.39,0.0033
7_35,704.78,711.69,0.0025
7_35,645.52,648.39,0.0024
7_35,663.51,683.07,0.0024
7_35,670.86,673.27,0.0022
7_35,928.79,940.04,0.0022
7_35,785.73,858.85,0.0021
7_35,862.89,885.8,0.0021
7_35,807.66,810.49,0.0019
7_35,978.94,984.05,0.0019
7_35,912.69,915.4,0.0017
7_35,679.4,761.51,0.0016
7_35,958.39,978.09,0.0016
7_35,888.34,890.8,0.0015
7_35,817.58,822.76,0.0015
7_35,766.6,804.58,0.0014
7_35,902.83,908.48,0.0013
7_35,714.58,720.99,0.0013
7_35,921.03,924.3,0.0013
7_35,613.32,649.1,0.0013
7_35,660.89,664.03,0.0012
7_35,930.35,933.11,0.0012
7_35,779.33,782.37,0.0011
7_35,770.84,773.75,0.0011
7_35,849.87,852.41,0.0011
7_35,642.76,653.79,0.001
7_35,908.59,911.29,0.001
10_26,653.97,666.25,0.9995
10_26,705.63,725.17,0.9989
10_26,614.4,627.99,0.9985
10_26,632.84,640.29,0.9982
10_26,750.4,752.0,0.9977
10_26,739.97,747.13,0.9971
10_26,642.97,653.53,0.9953
10_26,752.55,754.69,0.9951
10_26,747.2,750.01,0.9933
10_26,670.02,672.77,0.987
10_26,762.77,765.99,0.9864
10_26,679.11,692.95,0.9796
10_26,728.6,734.29,0.9652
10_26,739.98,747.12,0.1358
10_26,750.4,752.0,0.135
10_26,614.4,627.98,0.1346
10_26,747.2,750.01,0.1343
10_26,632.83,640.29,0.1342
10_26,705.64,725.16,0.1337
10_26,762.77,765.99,0.1325
10_26,679.12,692.94,0.1314
10_26,653.96,666.25,0.131
10_26,739.98,747.13,0.0181
10_26,614.41,627.99,0.0179
10_26,632.84,640.29,0.0178
10_26,692.62,698.42,0.0169
10_26,1005.86,1016.93,0.0163
10_26,704.75,709.84,0.0126
10_26,724.71,743.08,0.0104
10_26,906.3,909.0,0.0079
10_26,744.33,746.77,0.0076
10_26,868.24,889.57,0.0074
10_26,672.68,696.08,0.0065
10_26,661.89,741.8,0.0053
10_26,978.23,984.36,0.0046
10_26,823.17,825.64,0.0043
10_26,771.36,815.53,0.0039
10_26,639.25,656.44,0.0034
10_26,1018.98,1029.28,0.0033
10_26,746.82,756.03,0.0033
10_26,886.28,925.18,0.0031
10_26,762.84,773.3,0.003
10_26,641.85,644.58,0.003
10_26,1028.35,1031.16,0.003
10_26,706.76,718.67,0.0028
10_26,644.56,647.09,0.0027
10_26,754.51,764.29,0.0027
10_26,667.37,670.1,0.0026
10_26,771.11,782.41,0.0026
10_26,779.2,790.43,0.0023
10_26,851.74,857.2,0.0022
10_26,929.23,939.35,0.0021
10_26,886.7,889.43,0.0021
10_26,992.65,1004.17,0.0021
10_26,800.33,805.89,0.002
10_26,696.63,734.71,0.0019
10_26,891.09,909.95,0.0019
10_26,733.63,738.74,0.0018
10_26,889.47,891.7,0.0017
10_26,705.13,707.36,0.0017
10_26,665.67,675.07,0.0017
10_26,726.0,731.22,0.0017
10_26,790.15,801.14,0.0016
10_26,681.92,684.73,0.0016
10_26,837.95,840.92,0.0016
10_26,844.51,846.95,0.0016
10_26,649.35,667.06,0.0016
10_26,957.25,963.03,0.0015
10_26,860.65,863.19,0.0015
10_26,937.6,943.58,0.0013
10_26,919.48,921.8,0.0013
10_26,846.12,868.65,0.0013
10_26,762.35,766.51,0.0012
10_26,964.84,976.42,0.0012
10_26,1015.7,1021.7,0.0012
10_26,805.79,808.07,0.0012
10_26,898.46,981.41,0.0011
10_26,790.64,793.37,0.0011
10_26,1009.83,1012.52,0.0011
10_26,702.55,705.32,0.001
10_26,934.51,936.67,0.001
10_26,1026.73,1032.07,0.001
23_26,614.37,660.37,0.9991
23_26,904.02,927.93,0.9983
23_26,686.58,707.71,0.9981
23_26,859.43,866.33,0.9967
23_26,1067.69,1076.41,0.9953
23_26,835.51,847.03,0.995
23_26,931.14,942.18,0.995
23_26,794.19,832.71,0.9947
23_26,661.29,683.82,0.9942
23_26,870.0,877.36,0.9935
23_26,882.41,902.19,0.9927
23_26,706.88,737.61,0.991
23_26,970.68,974.36,0.9849
23_26,740.81,790.44,0.9846
23_26,943.54,968.38,0.9765
23_26,989.51,1059.38,0.9659
23_26,1214.33,1222.14,0.9645
23_26,847.02,855.29,0.9589
23_26,1079.11,1213.43,0.9512
23_26,1222.62,1228.8,0.9442
23_26,1067.69,1076.41,0.1347
23_26,794.15,832.74,0.1347
23_26,835.52,847.03,0.1342
23_26,706.83,737.62,0.134
23_26,686.56,707.73,0.1338
23_26,614.45,660.38,0.1338
23_26,859.43,866.33,0.1337
23_26,870.01,877.36,0.1333
23_26,904.01,927.91,0.133
23_26,661.3,683.81,0.1309
23_26,970.68,974.35,0.1286
23_26,1061.51,1063.57,0.0274
23_26,937.65,940.86,0.0265
23_26,859.43,866.33,0.0181
23_26,870.0,877.36,0.0181
23_26,614.37,660.44,0.018
23_26,706.81,737.6,0.0176
23_26,904.0,927.93,0.0174
23_26,836.36,839.36,0.0123
23_26,615.06,639.66,0.0076
23_26,1016.63,1022.19,0.0052
23_26,1182.75,1186.33,0.0049
23_26,854.92,857.93,0.0047
23_26,883.21,904.17,0.0042
23_26,1222.29,1227.23,0.0042
23_26,934.01,966.63,0.0041
23_26,1092.0,1214.41,0.0036
23_26,741.8,768.95,0.0035
23_26,1169.77,1172.58,0.0032
23_26,845.32,847.56,0.003
23_26,847.08,858.96,0.0029
23_26,974.64,993.66,0.0027
23_26,847.87,850.39,0.0026
23_26,995.91,998.38,0.0025
23_26,1072.36,1114.2,0.0021
23_26,1015.61,1027.69,0.0018
23_26,1069.52,1075.85,0.0017
23_26,1151.84,1154.67,0.0016
23_26,1219.46,1222.14,0.0015
23_26,1051.54,1054.94,0.0014
23_26,768.03,790.44,0.0014
23_26,931.19,937.54,0.0013
23_26,1211.67,1221.83,0.0012
23_26,1077.9,1089.66,0.0012
23_26,686.25,691.63,0.0012
23_26,1135.16,1147.48,0.0011
23_26,836.11,841.04,0.0011
23_26,989.97,1015.08,0.0011
23_26,880.7,883.6,0.0011
23_26,614.86,620.34,0.0011
12_5,694.36,710.63,0.9991
12_5,728.54,737.37,0.9984
12_5,627.08,631.49,0.9974
12_5,740.12,747.02,0.9969
12_5,774.86,783.68,0.996
12_5,649.44,666.51,0.9951
12_5,632.04,638.94,0.9867
12_5,712.83,721.11,0.9845
12_5,674.5,690.49,0.963
12_5,728.54,737.37,0.1353
12_5,740.12,747.01,0.1351
12_5,694.36,710.61,0.13
12_5,718.41,728.73,0.0291
12_5,795.43,798.34,0.0196
12_5,740.12,747.01,0.0183
12_5,850.71,855.94,0.0158
12_5,746.3,755.87,0.013
12_5,1006.57,1016.98,0.0121
12_5,1003.89,1006.64,0.0069
12_5,700.08,711.71,0.0069
12_5,977.63,982.55,0.0066
12_5,694.92,700.22,0.0064
12_5,674.44,695.09,0.0063
12_5,966.64,971.82,0.0054
12_5,756.34,795.18,0.0052
12_5,858.83,861.57,0.0048
12_5,623.51,626.67,0.0039
12_5,939.75,949.84,0.0037
12_5,1008.81,1030.71,0.0036
12_5,855.04,857.97,0.0035
12_5,636.54,647.09,0.0032
12_5,989.63,992.21,0.0025
12_5,829.98,832.78,0.0025
12_5,882.25,885.07,0.0024
12_5,926.36,964.46,0.0024
12_5,1082.58,1087.44,0.0023
12_5,1041.43,1044.14,0.0022
12_5,1052.02,1063.17,0.0021
12_5,930.21,933.25,0.002
12_5,689.83,694.82,0.002
12_5,1004.37,1009.52,0.0019
12_5,898.52,904.48,0.0019
12_5,1041.55,1051.98,0.0017
12_5,893.41,896.5,0.0017
12_5,712.73,723.96,0.0016
12_5,822.17,833.94,0.0016
12_5,963.48,969.13,0.0016
12_5,849.34,861.1,0.0016
12_5,1016.06,1019.01,0.0015
12_5,729.4,735.95,0.0014
12_5,771.15,790.17,0.0014
12_5,1023.11,1029.18,0.0014
12_5,923.88,929.88,0.0013
12_5,1019.37,1022.23,0.0013
12_5,806.99,818.17,0.0013
12_5,934.01,939.28,0.0012
12_5,884.21,887.41,0.0012
12_5,713.2,716.03,0.0012
12_5,1031.66,1034.41,0.0012
12_5,982.48,988.86,0.0012
12_5,959.03,962.09,0.0012
12_5,995.95,998.8,0.0012
12_5,1012.26,1015.33,0.0011
12_5,999.11,1001.89,0.0011
12_5,1057.14,1068.04,0.0011
12_5,841.67,878.56,0.0011
12_5,740.4,743.11,0.0011
12_5,1002.1,1004.28,0.0011
12_5,675.32,681.39,0.0011
7_50,708.86,799.37,1.0
7_50,914.05,935.58,0.9997
7_50,658.29,678.99,0.9987
7_50,820.95,855.4,0.9983
7_50,618.34,654.65,0.998
7_50,948.48,976.98,0.9976
7_50,799.61,817.97,0.9972
7_50,936.52,943.42,0.9943
7_50,897.01,910.34,0.9942
7_50,681.27,705.84,0.9939
7_50,863.72,893.09,0.9924
7_50,799.61,817.96,0.1353
7_50,681.25,705.87,0.1348
7_50,897.0,910.34,0.1347
7_50,936.53,943.42,0.1331
7_50,618.3,654.61,0.133
7_50,948.47,976.95,0.1328
7_50,936.52,943.41,0.0179
7_50,1137.29,1140.12,0.015
7_50,963.05,974.35,0.0114
7_50,766.19,787.48,0.0096
7_50,1073.94,1080.52,0.0087
7_50,988.36,999.79,0.0067
7_50,976.3,982.43,0.0063
7_50,774.41,780.82,0.0063
7_50,818.61,824.19,0.0058
7_50,1071.72,1112.56,0.0057
7_50,744.12,793.97,0.0056
7_50,637.03,642.62,0.0047
7_50,815.67,818.42,0.0039
7_50,1152.59,1228.8,0.0034
7_50,870.57,877.02,0.0029
7_50,664.16,676.35,0.0029
7_50,645.21,655.91,0.0028
7_50,978.04,1002.0,0.0028
7_50,1131.83,1134.8,0.0027
7_50,1045.28,1052.23,0.0027
7_50,826.73,847.02,0.0026
7_50,629.16,649.96,0.0026
7_50,1078.36,1089.01,0.0022
7_50,738.02,751.02,0.0021
7_50,1067.47,1073.02,0.002
7_50,816.27,826.5,0.002
7_50,949.05,951.55,0.0019
7_50,1147.88,1154.02,0.0018
7_50,614.68,617.4,0.0018
7_50,694.92,696.99,0.0018
7_50,854.66,891.35,0.0018
7_50,799.62,810.25,0.0018
7_50,965.89,968.9,0.0017
7_50,679.83,685.43,0.0016
7_50,951.45,954.5,0.0016
7_50,605.55,670.0,0.0016
7_50,979.86,983.06,0.0016
7_50,1062.6,1068.4,0.0016
7_50,1026.36,1029.09,0.0016
7_50,1137.63,1140.57,0.0015
7_50,743.85,746.22,0.0015
7_50,894.61,913.76,0.0014
7_50,957.91,975.69,0.0014
7_50,685.01,687.73,0.0014
7_50,928.51,934.29,0.0014
7_50,1039.93,1051.33,0.0014
7_50,710.89,731.64,0.0014
7_50,1005.14,1016.71,0.0013
7_50,751.14,757.4,0.0013
7_50,917.65,929.9,0.0013
7_50,679.19,712.88,0.0012
7_50,1020.67,1063.27,0.0012
7_50,1145.08,1148.16,0.0011
7_50,861.9,881.06,0.001
27_26,790.48,816.59,0.9997
27_26,865.19,898.09,0.9996
27_26,684.74,751.26,0.9981
27_26,617.55,657.35,0.9976
27_26,898.72,913.02,0.9975
27_26,839.0,858.89,0.9974
27_26,913.03,929.2,0.9947
27_26,758.73,766.82,0.9932
27_26,818.47,837.77,0.9858
27_26,778.02,786.74,0.9709
27_26,790.47,816.59,0.1356
27_26,865.15,898.08,0.1353
27_26,898.72,913.02,0.1349
27_26,758.74,766.82,0.1348
27_26,617.51,657.32,0.1332
27_26,944.39,949.97,0.0196
27_26,898.73,913.02,0.0181
27_26,758.74,766.82,0.0179
27_26,891.99,897.7,0.0156
27_26,786.05,792.3,0.0119
27_26,801.27,812.09,0.0097
27_26,688.34,731.5,0.0072
27_26,1048.37,1059.2,0.0067
27_26,1026.79,1037.72,0.0056
27_26,614.26,619.03,0.005
27_26,1084.9,1159.39,0.0046
27_26,1009.24,1015.14,0.0037
27_26,665.76,671.83,0.0032
27_26,791.97,795.14,0.0029
27_26,1080.3,1082.95,0.0028
27_26,1102.45,1107.99,0.0026
27_26,992.86,999.57,0.0026
27_26,718.84,721.16,0.0024
27_26,1039.25,1041.97,0.0024
27_26,964.8,967.78,0.0023
27_26,863.71,868.99,0.002
27_26,942.07,944.72,0.0019
27_26,931.06,941.53,0.0019
27_26,668.0,670.58,0.0018
27_26,996.81,999.84,0.0018
27_26,697.71,700.8,0.0017
27_26,978.92,981.69,0.0017
27_26,1160.32,1163.02,0.0016
27_26,778.69,784.89,0.0016
27_26,885.19,891.88,0.0016
27_26,766.17,771.73,0.0016
27_26,849.23,855.12,0.0015
27_26,936.7,939.46,0.0015
27_26,976.83,979.42,0.0015
27_26,893.63,896.38,0.0015
27_26,1137.8,1149.64,0.0015
27_26,678.04,697.46,0.0014
27_26,808.13,813.01,0.0014
27_26,949.67,955.56,0.0013
27_26,729.4,735.66,0.0013
27_26,1117.36,1122.42,0.0012
27_26,1041.9,1048.05,0.0011
27_26,788.85,825.85,0.0011
27_26,694.17,737.84,0.0011
27_26,1125.48,1128.28,0.0011
27_26,865.42,886.26,0.0011
27_26,716.59,719.3,0.001
27_26,974.5,977.45,0.001
27_26,672.93,675.58,0.001
1_33,762.96,794.15,0.9994
1_33,884.21,902.6,0.9984
1_33,939.74,945.07,0.9983
1_33,618.97,652.02,0.9954
1_33,656.81,750.83,0.9894
1_33,826.94,845.21,0.989
1_33,797.82,824.8,0.9862
1_33,845.3,881.13,0.9854
1_33,903.14,937.16,0.9844
1_33,938.07,951.05,0.7099
1_33,856.52,875.58,0.5446
1_33,884.21,902.62,0.1353
1_33,618.99,651.99,0.134
1_33,938.06,951.06,0.0968
1_33,939.73,945.06,0.0674
1_33,617.42,620.06,0.0239
1_33,723.35,726.4,0.0226
1_33,748.94,761.69,0.0207
1_33,618.97,651.98,0.0181
1_33,836.43,839.28,0.0157
1_33,880.22,882.8,0.0141
1_33,621.97,632.63,0.0124
1_33,935.74,940.7,0.0121
1_33,1017.77,1030.01,0.0076
1_33,741.49,744.19,0.0075
1_33,764.66,788.55,0.0074
1_33,729.54,732.93,0.0068
1_33,688.21,698.73,0.0067
1_33,876.64,945.29,0.0064
1_33,764.16,843.64,0.0057
1_33,831.19,841.73,0.0054
1_33,968.71,971.57,0.005
1_33,984.33,1065.05,0.0044
1_33,759.17,761.84,0.0039
1_33,608.62,617.95,0.0038
1_33,734.59,737.06,0.0038
1_33,956.63,960.01,0.0036
1_33,617.8,620.4,0.0036
1_33,818.7,828.23,0.0033
1_33,656.21,662.26,0.0033
1_33,932.56,935.29,0.0032
1_33,1079.58,1121.64,0.0031
1_33,877.96,880.77,0.0029
1_33,796.87,799.02,0.0029
1_33,669.49,672.26,0.0028
1_33,814.02,819.9,0.0027
1_33,806.56,812.59,0.0026
1_33,647.99,729.51,0.0022
1_33,623.12,634.88,0.0021
1_33,739.3,762.58,0.0021
1_33,862.59,872.91,0.0021
1_33,705.61,708.71,0.0021
1_33,1028.82,1031.58,0.0019
1_33,889.34,902.08,0.0018
1_33,975.06,994.26,0.0018
1_33,873.07,878.64,0.0017
1_33,1128.87,1149.87,0.0016
1_33,711.32,756.9,0.0016
1_33,839.62,842.52,0.0016
1_33,990.12,995.9,0.0016
1_33,829.92,833.02,0.0015
1_33,931.39,936.78,0.0015
1_33,662.04,673.47,0.0015
1_33,879.76,882.55,0.0014
1_33,1043.86,1046.87,0.0014
1_33,732.52,735.32,0.0014
1_33,787.19,824.38,0.0014
1_33,672.54,684.02,0.0013
1_33,763.13,798.11,0.0013
1_33,825.49,827.87,0.0013
1_33,865.2,868.19,0.0011
1_33,636.47,648.15,0.0011
1_33,905.11,917.09,0.0011
1_33,649.06,652.34,0.0011
1_33,1073.17,1095.3,0.0011
1_33,1058.85,1064.04,0.001
1_33,853.2,859.55,0.001
1_33,685.62,730.32,0.001
3_49,858.51,864.93,0.9998
